cell_id,x_original,y_original,x_cropped,y_cropped,x_standardized,y_standardized
154,8293.006038493899,20989.617092361364,2812.006038493899,14769.617092361364,1195.1025663599069,6277.08726425358
155,8225.967906431517,20974.128113471834,2744.967906431517,14754.128113471834,1166.6113602333946,6270.504448225529
156,8301.612640431595,20955.17777260168,2820.6126404315946,14735.17777260168,1198.7603721834278,6262.450553355714
157,8248.117669328001,20956.943562486074,2767.1176693280013,14736.943562486074,1176.0250094644005,6263.201014056582
158,8276.21004042628,20943.888246940525,2795.21004042628,14723.888246940525,1187.964267181169,6257.652504949723
159,8245.871554040601,20923.53833457816,2764.871554040601,14703.53833457816,1175.0704104672554,6249.003792195717
160,8249.193556466224,21527.407704375073,2768.1935564662235,15307.407704375073,1176.482261498145,6505.648274359406
161,7610.577289394831,19367.777751410307,2129.5772893948306,13147.777751410307,905.070347992803,5587.80554434938
162,7421.8967490326495,19391.580146766973,1940.8967490326495,13171.580146766973,824.881118338876,5597.921562375964
163,7314.132946746567,19411.792337281127,1833.1329467465666,13191.792337281127,779.0815023672908,5606.511743344479
164,7450.420846858365,19439.572389436762,1969.4208468583647,13219.572389436762,837.0038599148049,5618.318265510624
165,7360.301523163448,19392.774344499543,1879.301523163448,13172.774344499543,798.7031473444654,5598.429096412306
166,7244.32871934626,19446.696511382866,1763.3287193462602,13226.696511382866,749.4147057221605,5621.346017337718
167,7362.872843601159,19419.769065989232,1881.8728436011588,13199.769065989232,799.7959585304925,5609.901853045423
168,7440.191646868511,19413.995499324126,1959.1916468685113,13193.995499324126,832.6564499191172,5607.448087212753
169,7261.139023485167,19407.42754623554,1780.139023485167,13187.42754623554,756.559084981196,5604.656707150104
170,7423.523579868073,19443.29681293909,1942.5235798680733,13223.29681293909,825.5725214439311,5619.901145499113
171,8022.064647520861,19382.706636358904,2541.0646475208614,13162.706636358904,1079.952475196366,5594.150320452534
172,7239.539487514121,19372.258729086894,1758.539487514121,13152.258729086894,747.3792821935014,5589.70995986193
173,7313.423665371649,19455.30091493292,1832.423665371649,13235.30091493292,778.7800577829507,5625.00288884649
174,7345.469679800343,19437.873259661585,1864.4696798003433,13217.873259661585,792.3996139151459,5617.596135356173
175,7281.82160534589,19435.22063476281,1800.82160534589,13215.220634762809,765.3491822720032,5616.468769774194
